country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Indonesia,Maluku Utara,Kepulauan Sula,10,477810,464361,464193,1644,2484,3176,2060,3421,1378,3065,1107,650,2238,999,1512,1625,1142,4275,4046,3421,1903,2201,2301,1603,974,1095,2045,1850
Indonesia,Maluku Utara,Kepulauan Sula,15,477810,463824,463332,1644,2484,3174,2060,3420,1377,3065,1107,650,2238,999,1512,1624,1142,4271,4041,3417,1901,2197,2296,1600,972,1094,2039,1848
Indonesia,Maluku Utara,Kepulauan Sula,20,477810,463445,463081,1644,2483,3173,2060,3420,1377,3064,1107,649,2237,999,1512,1624,1140,4268,4035,3415,1899,2193,2294,1597,970,1092,2034,1847
Indonesia,Maluku Utara,Kepulauan Sula,25,477810,463202,462624,1644,2483,3172,2060,3419,1377,3064,1107,649,2237,999,1512,1624,1140,4264,4033,3413,1898,2191,2292,1596,969,1092,2032,1845
Indonesia,Maluku Utara,Kepulauan Sula,30,477810,462706,461964,1644,2483,3171,2060,3419,1377,3063,1106,649,2236,999,1512,1624,1139,4259,4027,3402,1896,2188,2286,1592,967,1089,2023,1839
Indonesia,Maluku Utara,Kepulauan Sula,50,477810,460322,455847,1644,2478,3165,2057,3413,1376,3058,1105,649,2233,999,1511,1620,1133,4232,4000,3376,1882,2171,2260,1581,959,1080,2003,1831
Indonesia,Maluku Utara,Kepulauan Sula,75,477810,447918,442883,1644,2440,3107,2024,3373,1363,3022,1093,642,2207,991,1502,1601,1097,4088,3821,3256,1818,2092,2162,1509,915,1041,1872,1753
Indonesia,Maluku Utara,Pulau Morotai,0,234305,234305,234305,482,642,942,548,588,229,1209,248,217,781,197,380,462,401,966,2447,1205,452,648,1278,405,375,332,633,325
Indonesia,Maluku Utara,Pulau Morotai,10,234305,230262,229785,482,642,942,548,588,229,1209,248,217,781,197,380,461,392,943,2412,1190,447,631,1250,399,367,323,615,318
Indonesia,Maluku Utara,Pulau Morotai,15,234305,229935,229237,482,642,942,548,588,229,1209,248,217,781,197,380,461,392,941,2409,1189,447,630,1247,397,366,322,614,318
Indonesia,Maluku Utara,Pulau Morotai,20,234305,229694,229081,482,642,941,548,588,229,1209,248,217,781,197,380,461,391,939,2406,1188,447,628,1244,396,366,321,613,318
Indonesia,Maluku Utara,Pulau Morotai,25,234305,229548,228771,482,642,941,548,588,229,1209,248,217,781,197,380,461,391,937,2404,1188,447,628,1243,396,366,321,612,317
Indonesia,Maluku Utara,Pulau Morotai,30,234305,229262,228413,482,641,941,548,588,229,1209,248,217,781,197,379,460,390,935,2400,1187,446,627,1240,396,364,321,610,317
Indonesia,Maluku Utara,Pulau Morotai,50,234305,227455,225161,482,639,939,548,587,229,1208,248,216,780,196,379,458,384,915,2379,1178,441,617,1216,389,360,314,599,310
Indonesia,Maluku Utara,Pulau Morotai,75,234305,218646,217789,482,630,920,544,579,227,1196,247,213,773,194,374,445,350,797,2161,1087,398,550,1064,350,318,275,520,274
Indonesia,Maluku Utara,Ternate,0,16198,16198,16198,12,14,49,13,32,13,31,25,23,46,19,13,75,13,40,76,88,23,6,12,9,12,8,23,7
Indonesia,Maluku Utara,Ternate,10,16198,14486,14018,12,14,49,12,32,13,31,25,23,46,19,13,75,13,40,74,88,22,6,12,9,11,8,22,7
Indonesia,Maluku Utara,Ternate,15,16198,14395,13909,12,14,49,12,32,13,31,25,23,46,19,13,75,13,39,74,88,22,6,12,9,11,8,22,7
Indonesia,Maluku Utara,Ternate,20,16198,14354,13892,12,14,49,12,31,13,31,25,23,46,19,13,75,13,39,73,88,22,6,12,9,10,8,22,7
Indonesia,Maluku Utara,Ternate,25,16198,14304,13841,12,14,49,12,31,13,31,25,23,46,19,13,75,13,39,73,88,22,6,12,9,10,8,22,7
Indonesia,Maluku Utara,Ternate,30,16198,14260,13770,12,14,49,12,31,13,31,25,23,46,19,13,75,13,39,73,88,22,6,12,9,10,8,22,7
Indonesia,Maluku Utara,Ternate,50,16198,13957,13392,12,14,49,12,31,13,31,25,23,46,19,13,74,13,39,72,87,22,6,12,8,10,8,22,7
Indonesia,Maluku Utara,Ternate,75,16198,12906,12451,12,11,48,11,30,12,30,25,22,45,19,13,71,13,36,65,83,22,6,12,7,10,8,20,6
Indonesia,Maluku Utara,Tidore Kepulauan,0,168394,168394,168394,126,105,388,82,335,219,421,209,289,473,178,221,395,202,288,940,396,363,334,226,205,163,107,254,143
Indonesia,Maluku Utara,Tidore Kepulauan,10,168394,166616,165972,126,105,388,82,335,219,421,209,289,473,178,221,395,202,285,925,393,361,331,223,203,162,107,250,143
Indonesia,Maluku Utara,Tidore Kepulauan,15,168394,166464,165754,126,105,388,82,335,219,421,209,289,473,178,221,394,202,285,924,393,360,331,223,203,162,107,250,143
Indonesia,Maluku Utara,Tidore Kepulauan,20,168394,166394,165713,126,105,387,82,335,219,421,209,289,473,178,221,394,202,285,923,393,360,331,223,202,162,106,250,143
Indonesia,Maluku Utara,Tidore Kepulauan,25,168394,166312,165617,126,105,387,82,335,219,421,209,289,473,178,221,394,202,285,923,393,360,331,223,202,162,106,250,142
Indonesia,Maluku Utara,Tidore Kepulauan,30,168394,166211,165475,126,105,387,82,335,219,421,209,289,473,178,221,394,202,285,922,393,360,330,222,202,162,106,250,142
Indonesia,Maluku Utara,Tidore Kepulauan,50,168394,165706,164555,126,105,387,82,335,219,421,209,289,473,178,221,394,202,283,916,392,360,330,220,202,162,106,248,142
Indonesia,Maluku Utara,Tidore Kepulauan,75,168394,163519,162263,126,104,379,81,330,217,417,208,289,471,177,220,390,200,277,881,384,353,320,213,197,160,104,238,139
Indonesia,Nusa Tenggara Barat,Bima,0,420885,420885,420885,2577,427,622,280,332,497,440,523,776,360,233,382,555,261,1348,699,1452,2034,4494,3573,2189,1987,2223,3000,2575
Indonesia,Nusa Tenggara Barat,Bima,10,420885,218494,229385,2577,426,621,278,330,496,439,521,773,357,232,371,508,176,947,579,1046,1605,3470,2653,1408,1294,1609,2366,2029
Indonesia,Nusa Tenggara Barat,Bima,15,420885,213192,218997,2577,425,618,278,329,495,439,521,772,356,232,369,506,173,931,573,1035,1590,3430,2611,1376,1260,1583,2341,2007
Indonesia,Nusa Tenggara Barat,Bima,20,420885,209831,216558,2577,425,618,278,329,494,438,521,772,355,232,368,504,173,920,570,1028,1583,3405,2590,1362,1251,1570,2323,1993
Indonesia,Nusa Tenggara Barat,Bima,25,420885,205415,211203,2577,425,618,278,329,493,437,521,770,355,231,366,503,171,912,567,1025,1577,3386,2578,1353,1241,1559,2310,1984
Indonesia,Nusa Tenggara Barat,Bima,30,420885,200254,207342,2577,425,618,278,329,493,437,520,770,354,231,364,500,168,899,563,1018,1564,3350,2547,1331,1208,1535,2287,1966
Indonesia,Nusa Tenggara Barat,Bima,50,420885,183333,186650,2577,418,613,274,324,488,431,517,761,345,228,353,489,148,821,539,966,1502,3196,2398,1238,1126,1417,2170,1877
Indonesia,Nusa Tenggara Barat,Bima,75,420885,149324,149559,2577,392,588,264,300,453,402,500,715,313,221,309,449,100,558,432,802,1269,2564,1923,992,781,1097,1666,1528
Indonesia,Nusa Tenggara Barat,Dompu,0,228153,228153,228153,1189,357,250,266,543,512,174,105,249,153,96,401,418,476,2169,1279,1089,2392,2695,3297,2830,1529,2023,3929,2103
Indonesia,Nusa Tenggara Barat,Dompu,10,228153,142953,153700,1189,356,247,265,541,511,174,104,245,151,96,385,370,337,1638,973,948,1962,2122,2910,2652,1470,1883,3336,1884
Indonesia,Nusa Tenggara Barat,Dompu,15,228153,139556,147024,1189,355,247,265,540,510,174,104,244,150,95,382,369,333,1615,959,941,1947,2102,2892,2643,1468,1878,3314,1874
Indonesia,Nusa Tenggara Barat,Dompu,20,228153,137540,145536,1189,354,245,264,539,510,174,104,242,149,95,381,368,328,1594,948,937,1933,2085,2883,2636,1466,1871,3297,1867
Indonesia,Nusa Tenggara Barat,Dompu,25,228153,133878,142410,1189,354,245,264,539,510,174,104,242,149,95,379,367,326,1583,943,934,1924,2072,2874,2632,1464,1864,3277,1859
Indonesia,Nusa Tenggara Barat,Dompu,30,228153,130948,140125,1189,354,244,263,539,509,174,104,240,149,95,376,366,322,1564,936,929,1910,2055,2862,2623,1461,1855,3252,1852
Indonesia,Nusa Tenggara Barat,Dompu,50,228153,120150,128718,1189,350,241,261,534,508,170,100,227,144,94,363,359,294,1414,883,886,1789,1923,2770,2563,1441,1786,3094,1801
Indonesia,Nusa Tenggara Barat,Dompu,75,228153,102239,106974,1189,329,228,254,517,499,156,94,188,126,87,313,338,214,1035,735,750,1454,1514,2457,2394,1357,1588,2659,1656
Indonesia,Nusa Tenggara Barat,Kota Bima,0,21101,21101,21101,194,8,15,28,6,13,5,3,25,21,4,14,8,16,36,3,8,18,83,120,104,95,81,65,90
Indonesia,Nusa Tenggara Barat,Kota Bima,10,21101,11295,11718,194,8,15,28,6,13,5,3,24,20,4,14,7,11,22,1,6,9,40,56,62,66,54,38,64
Indonesia,Nusa Tenggara Barat,Kota Bima,15,21101,10891,10678,194,8,15,28,6,13,5,3,24,19,4,14,7,11,21,1,5,9,38,54,60,65,54,37,64
Indonesia,Nusa Tenggara Barat,Kota Bima,20,21101,10637,10445,194,8,15,28,6,13,5,3,24,19,4,14,7,11,21,1,5,9,37,54,60,63,51,37,63
Indonesia,Nusa Tenggara Barat,Kota Bima,25,21101,10225,9870,194,8,15,28,6,13,5,3,24,19,4,14,7,11,20,1,5,9,36,52,59,63,51,36,62
Indonesia,Nusa Tenggara Barat,Kota Bima,30,21101,9693,9599,194,8,15,28,6,13,5,3,24,19,4,14,7,10,20,1,5,8,34,50,58,62,50,35,60
Indonesia,Nusa Tenggara Barat,Kota Bima,50,21101,7764,7538,194,8,15,28,6,13,5,3,23,17,4,13,7,9,18,1,4,7,25,42,50,57,46,32,52
Indonesia,Nusa Tenggara Barat,Kota Bima,75,21101,4741,4366,194,6,13,26,4,11,4,1,19,13,3,11,5,5,10,1,3,3,13,24,22,36,28,21,32
Indonesia,Nusa Tenggara Barat,Lombok Barat,0,92355,92355,92355,1389,287,396,92,1676,164,245,233,87,61,174,194,382,158,777,157,203,302,406,321,101,135,205,1203,422
Indonesia,Nusa Tenggara Barat,Lombok Barat,10,92355,56598,60324,1389,287,393,92,1668,164,244,233,87,61,173,194,362,89,380,90,162,199,201,160,66,87,117,531,195
Indonesia,Nusa Tenggara Barat,Lombok Barat,15,92355,55155,58271,1389,287,393,92,1668,164,244,233,87,61,173,193,361,87,366,87,160,193,190,152,65,84,114,508,187
Indonesia,Nusa Tenggara Barat,Lombok Barat,20,92355,54288,57918,1389,287,392,92,1668,164,244,233,86,61,173,193,359,85,358,85,158,188,186,147,65,82,111,491,182
Indonesia,Nusa Tenggara Barat,Lombok Barat,25,92355,53531,57180,1389,286,392,92,1667,164,244,233,86,61,173,193,359,85,355,85,158,185,183,145,64,82,110,483,177
Indonesia,Nusa Tenggara Barat,Lombok Barat,30,92355,52329,55887,1389,286,392,92,1666,164,244,232,86,61,172,193,359,82,339,80,149,174,165,137,62,80,105,460,171
Indonesia,Nusa Tenggara Barat,Lombok Barat,50,92355,47491,50781,1389,286,390,91,1659,163,243,230,86,61,171,193,356,74,294,71,139,153,142,112,56,73,88,361,140
Indonesia,Nusa Tenggara Barat,Lombok Barat,75,92355,36968,39986,1389,283,376,88,1605,157,234,218,84,57,166,183,338,47,149,47,104,93,67,57,41,47,45,154,75
Indonesia,Nusa Tenggara Barat,Lombok Tengah,0,116686,116686,116686,697,319,162,21,386,24,93,42,17,48,46,61,182,148,527,25,53,214,185,228,86,63,78,269,196
Indonesia,Nusa Tenggara Barat,Lombok Tengah,10,116686,38935,41674,697,317,159,19,375,24,91,42,16,47,45,58,132,27,130,14,30,94,89,104,39,32,43,89,62
Indonesia,Nusa Tenggara Barat,Lombok Tengah,15,116686,37184,38089,697,317,159,19,373,24,91,42,16,47,45,57,131,26,125,14,29,90,87,102,38,31,43,84,58
Indonesia,Nusa Tenggara Barat,Lombok Tengah,20,116686,35946,37589,697,317,159,19,372,24,90,42,16,46,45,57,130,25,121,14,29,89,84,100,37,30,42,80,56
Indonesia,Nusa Tenggara Barat,Lombok Tengah,25,116686,34728,36581,697,317,159,19,371,24,90,42,16,46,45,57,130,24,119,14,29,89,82,99,37,29,41,77,55
Indonesia,Nusa Tenggara Barat,Lombok Tengah,30,116686,33328,34722,697,316,159,19,370,24,90,42,16,46,45,56,130,22,116,14,29,87,80,95,35,28,39,74,51
Indonesia,Nusa Tenggara Barat,Lombok Tengah,50,116686,27248,27727,697,310,153,18,361,23,87,42,15,44,44,54,124,15,101,12,26,77,69,78,30,23,35,54,36
Indonesia,Nusa Tenggara Barat,Lombok Tengah,75,116686,17820,18290,697,283,134,15,307,21,66,36,11,36,38,45,101,8,55,9,21,49,39,36,18,11,22,25,19
Indonesia,Nusa Tenggara Barat,Lombok Timur,0,160699,160699,160699,1414,184,119,68,56,49,303,63,48,66,45,79,169,43,158,61,176,195,85,139,190,126,66,171,75
Indonesia,Nusa Tenggara Barat,Lombok Timur,10,160699,73187,79133,1414,183,118,68,55,47,302,63,47,65,45,78,140,12,82,47,92,135,49,58,124,75,41,60,40
Indonesia,Nusa Tenggara Barat,Lombok Timur,15,160699,71305,75434,1414,183,118,68,54,47,302,63,47,65,45,78,139,12,78,47,91,132,48,56,121,74,40,57,40
Indonesia,Nusa Tenggara Barat,Lombok Timur,20,160699,70231,74815,1414,183,118,68,54,47,301,63,47,64,45,77,138,12,78,46,89,131,47,53,120,73,38,56,39
Indonesia,Nusa Tenggara Barat,Lombok Timur,25,160699,68545,73595,1414,182,118,68,54,47,301,63,47,64,45,77,137,11,77,46,87,127,46,51,119,73,38,54,39
Indonesia,Nusa Tenggara Barat,Lombok Timur,30,160699,66928,71540,1414,182,118,68,54,47,301,63,47,64,45,77,136,10,74,45,85,125,44,48,117,71,37,50,38
Indonesia,Nusa Tenggara Barat,Lombok Timur,50,160699,60642,62712,1414,180,118,68,52,47,299,62,47,64,44,74,134,9,65,41,74,112,38,38,108,63,33,41,34
Indonesia,Nusa Tenggara Barat,Lombok Timur,75,160699,50489,48502,1414,170,113,64,45,46,285,58,42,57,42,51,121,6,47,29,57,81,27,21,86,45,25,27,20
Indonesia,Nusa Tenggara Barat,Lombok Utara,0,81190,81190,81190,1393,526,116,110,202,170,96,68,45,109,76,24,198,18,24,6,17,36,55,86,202,51,92,49,36
Indonesia,Nusa Tenggara Barat,Lombok Utara,10,81190,56498,56549,1393,526,116,110,201,170,96,68,45,109,76,24,197,12,14,5,12,30,48,76,198,35,68,29,21
Indonesia,Nusa Tenggara Barat,Lombok Utara,15,81190,55833,55040,1393,526,115,110,201,170,96,68,45,109,76,24,197,11,14,5,11,29,48,76,198,35,68,29,20
Indonesia,Nusa Tenggara Barat,Lombok Utara,20,81190,55385,54827,1393,526,115,110,201,170,96,68,44,109,76,24,197,11,14,5,10,29,47,76,198,34,68,29,20
Indonesia,Nusa Tenggara Barat,Lombok Utara,25,81190,54613,54365,1393,526,115,110,201,170,95,68,44,109,76,24,197,11,13,5,10,29,47,75,198,34,68,28,20
Indonesia,Nusa Tenggara Barat,Lombok Utara,30,81190,53693,53449,1393,526,115,110,201,170,95,68,44,109,76,23,197,11,13,4,10,29,47,75,197,33,66,27,19
Indonesia,Nusa Tenggara Barat,Lombok Utara,50,81190,50792,49151,1393,525,115,110,199,170,94,68,44,109,76,23,197,10,12,4,10,28,45,74,196,31,65,24,17
Indonesia,Nusa Tenggara Barat,Lombok Utara,75,81190,44762,41027,1393,521,109,108,194,167,87,66,43,99,76,22,195,9,8,3,8,27,42,71,192,23,57,21,12
Indonesia,Nusa Tenggara Barat,Mataram,0,6021,6021,6021,68,0,0,0,1,1,0,0,0,2,1,1,13,0,4,0,1,0,0,0,0,0,1,1,0
Indonesia,Nusa Tenggara Barat,Mataram,10,6021,1138,890,68,0,0,0,1,1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,Mataram,15,6021,873,768,68,0,0,0,1,1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,Mataram,20,6021,804,756,68,0,0,0,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,Mataram,25,6021,708,705,68,0,0,0,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,Mataram,30,6021,640,618,68,0,0,0,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,Mataram,50,6021,372,346,68,0,0,0,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,Mataram,75,6021,83,60,68,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,Sumbawa,0,664650,664650,664650,1848,632,924,805,1224,553,916,866,1423,1040,264,1015,1160,907,3778,2903,1951,2667,3090,3445,2640,1755,1625,3665,2179
Indonesia,Nusa Tenggara Barat,Sumbawa,10,664650,460282,473684,1848,599,917,802,1207,545,905,862,1410,1037,264,971,1103,751,3406,2579,1687,2173,2241,2592,2037,1545,1364,2628,1737
Indonesia,Nusa Tenggara Barat,Sumbawa,15,664650,456296,464543,1848,596,915,800,1203,544,902,859,1406,1037,264,964,1099,740,3388,2565,1670,2152,2203,2559,2014,1534,1346,2581,1720
Indonesia,Nusa Tenggara Barat,Sumbawa,20,664650,453276,461966,1848,593,912,799,1197,543,899,856,1402,1035,264,955,1095,735,3366,2551,1659,2130,2180,2532,1996,1525,1335,2548,1707
Indonesia,Nusa Tenggara Barat,Sumbawa,25,664650,450830,456797,1848,593,911,798,1195,542,898,856,1400,1035,264,952,1094,729,3356,2544,1651,2117,2164,2515,1987,1523,1327,2518,1696
Indonesia,Nusa Tenggara Barat,Sumbawa,30,664650,447453,454096,1848,591,911,798,1191,541,895,855,1397,1034,263,948,1090,725,3342,2535,1640,2102,2145,2496,1969,1516,1313,2483,1682
Indonesia,Nusa Tenggara Barat,Sumbawa,50,664650,431746,436399,1848,569,897,786,1159,527,873,832,1372,1024,261,904,1072,682,3227,2455,1561,1976,1983,2320,1818,1432,1214,2279,1597
Indonesia,Nusa Tenggara Barat,Sumbawa,75,664650,395550,394668,1848,452,822,662,1003,461,787,741,1268,973,251,733,994,591,2825,2165,1318,1605,1570,1869,1457,1198,978,1795,1380
Indonesia,Nusa Tenggara Barat,Sumbawa Barat,0,175311,175311,175311,598,198,107,65,201,73,253,107,110,114,213,274,339,223,958,290,186,247,355,602,260,404,709,1733,440
Indonesia,Nusa Tenggara Barat,Sumbawa Barat,10,175311,142623,144743,598,197,103,64,197,72,248,106,109,114,213,273,332,194,811,262,166,205,244,421,215,364,627,1335,334
Indonesia,Nusa Tenggara Barat,Sumbawa Barat,15,175311,141669,143261,598,197,103,64,197,72,247,106,109,114,213,272,331,192,797,262,165,202,237,413,210,361,622,1313,327
Indonesia,Nusa Tenggara Barat,Sumbawa Barat,20,175311,140999,142789,598,196,103,64,197,72,246,106,109,113,213,272,331,191,793,260,164,201,233,406,209,360,619,1300,321
Indonesia,Nusa Tenggara Barat,Sumbawa Barat,25,175311,140581,141833,598,196,103,64,197,72,246,106,109,113,213,272,331,191,792,259,164,200,230,404,207,358,616,1291,320
Indonesia,Nusa Tenggara Barat,Sumbawa Barat,30,175311,139424,141185,598,195,102,64,197,72,245,106,109,113,213,272,331,191,781,258,163,197,224,395,205,356,613,1262,314
Indonesia,Nusa Tenggara Barat,Sumbawa Barat,50,175311,135944,137422,598,194,100,62,192,71,232,104,105,112,212,264,329,183,745,248,155,185,201,358,195,345,590,1170,285
Indonesia,Nusa Tenggara Barat,Sumbawa Barat,75,175311,127002,126447,598,182,92,57,171,64,196,94,91,102,209,232,319,159,638,215,136,160,154,279,166,317,522,898,216
Indonesia,Nusa Tenggara Timur,Alor,0,293748,293748,293748,1493,223,87,110,98,196,118,233,90,161,128,335,174,209,690,300,949,1137,377,579,905,1752,684,1161,551
Indonesia,Nusa Tenggara Timur,Alor,10,293748,217478,215138,1493,223,87,110,98,195,117,232,90,161,128,334,170,149,491,233,539,925,262,423,534,1566,586,877,315
Indonesia,Nusa Tenggara Timur,Alor,15,293748,213354,205779,1493,223,87,110,98,195,117,232,90,161,128,333,170,146,484,232,527,917,257,419,519,1557,581,864,304
Indonesia,Nusa Tenggara Timur,Alor,20,293748,210574,203685,1493,223,87,110,98,195,117,232,90,161,128,333,170,144,474,228,516,905,252,413,506,1548,578,853,295
Indonesia,Nusa Tenggara Timur,Alor,25,293748,205410,198640,1493,223,87,110,97,195,117,232,90,161,128,333,170,140,464,222,501,887,244,406,488,1538,571,839,287
Indonesia,Nusa Tenggara Timur,Alor,30,293748,200286,193973,1493,223,87,110,97,195,117,232,90,161,128,333,170,136,453,218,484,878,240,397,472,1528,566,829,277
Indonesia,Nusa Tenggara Timur,Alor,50,293748,179210,166628,1493,222,86,110,97,193,116,228,89,158,128,323,167,115,368,184,394,762,202,337,367,1439,522,727,206
Indonesia,Nusa Tenggara Timur,Alor,75,293748,138913,125373,1493,213,81,104,89,184,109,217,83,149,124,284,158,66,201,99,232,457,124,192,201,1126,404,455,119
Indonesia,Nusa Tenggara Timur,Belu,0,223196,223196,223196,2207,1007,559,243,235,157,285,281,166,394,106,429,282,195,1238,547,953,1156,690,541,542,615,567,530,407
Indonesia,Nusa Tenggara Timur,Belu,10,223196,96635,73912,2207,1002,555,238,229,155,275,273,161,391,104,415,232,116,653,302,600,665,412,324,343,354,378,286,220
Indonesia,Nusa Tenggara Timur,Belu,15,223196,92112,64085,2207,1000,553,235,227,154,272,272,160,390,104,413,229,110,624,290,584,643,401,316,334,344,368,278,213
Indonesia,Nusa Tenggara Timur,Belu,20,223196,88621,62279,2207,999,552,233,225,153,269,271,159,390,103,410,227,107,595,278,568,623,390,307,324,334,359,268,205
Indonesia,Nusa Tenggara Timur,Belu,25,223196,79511,57432,2207,999,551,231,224,151,269,270,158,388,103,407,224,99,537,259,541,587,369,291,307,319,340,248,187
Indonesia,Nusa Tenggara Timur,Belu,30,223196,70998,54509,2207,999,550,231,222,151,267,269,158,388,103,405,220,88,467,237,510,547,350,275,291,302,317,227,171
Indonesia,Nusa Tenggara Timur,Belu,50,223196,51477,34996,2207,986,541,218,203,140,247,254,148,379,99,379,205,68,306,169,391,405,270,218,222,236,253,159,121
Indonesia,Nusa Tenggara Timur,Belu,75,223196,30711,16288,2207,928,497,175,146,96,177,183,105,324,78,274,161,43,160,89,225,227,165,124,131,136,146,80,64
Indonesia,Nusa Tenggara Timur,Ende,0,206727,206727,206727,598,162,172,217,371,293,767,334,218,540,87,445,487,128,483,433,320,682,267,455,310,293,350,442,378
Indonesia,Nusa Tenggara Timur,Ende,10,206727,170655,173194,598,160,172,216,370,293,766,334,218,539,86,440,481,103,387,356,284,564,209,363,278,251,316,371,321
Indonesia,Nusa Tenggara Timur,Ende,15,206727,168948,169931,598,160,172,216,370,293,766,334,218,539,86,438,481,102,385,352,282,558,207,357,275,248,315,367,318
Indonesia,Nusa Tenggara Timur,Ende,20,206727,167918,168890,598,160,172,216,369,293,766,334,218,538,86,437,480,102,380,349,280,554,205,355,274,248,313,365,316
Indonesia,Nusa Tenggara Timur,Ende,25,206727,166666,166628,598,160,172,216,369,293,766,334,218,538,86,437,480,101,379,348,280,551,204,353,274,246,312,365,315
Indonesia,Nusa Tenggara Timur,Ende,30,206727,164316,164786,598,160,172,216,369,293,765,334,218,538,86,436,479,100,374,345,277,543,201,349,271,244,311,360,313
Indonesia,Nusa Tenggara Timur,Ende,50,206727,156147,153238,598,157,171,214,366,292,762,331,217,536,85,429,476,94,350,324,266,509,188,325,265,232,303,339,301
Indonesia,Nusa Tenggara Timur,Ende,75,206727,129951,122827,598,146,164,208,351,284,736,318,210,515,81,400,457,78,281,242,219,398,157,242,222,191,261,262,258
Indonesia,Nusa Tenggara Timur,Flores Timur,0,174830,174830,174830,1154,191,157,122,259,351,825,348,404,583,87,393,391,128,560,233,328,506,431,410,510,440,668,537,368
Indonesia,Nusa Tenggara Timur,Flores Timur,10,174830,124135,130073,1154,190,157,122,259,350,824,348,404,583,86,390,387,104,429,161,267,420,318,290,419,332,588,419,275
Indonesia,Nusa Tenggara Timur,Flores Timur,15,174830,121648,124688,1154,190,157,122,259,350,824,348,404,582,86,389,387,103,423,158,265,414,314,285,416,328,583,415,271
Indonesia,Nusa Tenggara Timur,Flores Timur,20,174830,120007,123652,1154,190,157,122,259,350,824,348,404,581,86,389,386,102,416,156,262,409,310,280,412,325,581,406,266
Indonesia,Nusa Tenggara Timur,Flores Timur,25,174830,117799,121269,1154,190,157,122,258,350,824,348,404,581,86,389,386,101,410,154,261,405,305,278,408,321,578,400,262
Indonesia,Nusa Tenggara Timur,Flores Timur,30,174830,115049,119109,1154,190,157,122,258,350,824,348,404,581,86,388,386,100,404,152,260,401,300,272,404,316,575,394,258
Indonesia,Nusa Tenggara Timur,Flores Timur,50,174830,105997,106742,1154,188,157,122,257,346,822,347,402,579,85,385,384,95,360,135,241,366,259,238,377,287,548,347,229
Indonesia,Nusa Tenggara Timur,Flores Timur,75,174830,85169,83692,1154,172,154,119,246,331,803,334,387,562,81,359,374,79,261,91,179,263,179,154,283,200,442,225,139
Indonesia,Nusa Tenggara Timur,Kota Kupang,0,15663,15663,15663,167,3,4,3,4,2,6,1,0,4,3,18,4,5,8,5,20,26,13,7,14,52,25,17,16
Indonesia,Nusa Tenggara Timur,Kota Kupang,10,15663,3930,2485,167,3,4,3,3,2,6,0,0,4,2,17,1,2,7,4,11,21,10,5,11,45,21,15,11
Indonesia,Nusa Tenggara Timur,Kota Kupang,15,15663,3774,2169,167,3,4,3,3,2,6,0,0,4,2,17,1,2,7,4,11,21,10,5,11,45,21,14,11
Indonesia,Nusa Tenggara Timur,Kota Kupang,20,15663,3660,2086,167,3,4,3,3,2,6,0,0,4,2,17,1,2,7,4,10,20,9,5,11,44,21,14,11
Indonesia,Nusa Tenggara Timur,Kota Kupang,25,15663,3182,1935,167,3,4,3,3,2,6,0,0,4,2,17,1,2,7,4,10,18,8,4,11,43,21,14,11
Indonesia,Nusa Tenggara Timur,Kota Kupang,30,15663,2632,1819,167,3,4,3,3,2,6,0,0,4,2,17,1,2,7,3,10,18,8,4,11,42,19,13,10
Indonesia,Nusa Tenggara Timur,Kota Kupang,50,15663,1949,1112,167,3,4,3,3,2,5,0,0,4,2,16,1,2,7,2,7,15,7,3,10,39,17,10,6
Indonesia,Nusa Tenggara Timur,Kota Kupang,75,15663,1081,495,167,2,4,2,2,1,3,0,0,3,2,15,1,0,3,2,5,9,3,1,6,29,11,6,4
Indonesia,Nusa Tenggara Timur,Kupang,0,510985,510985,510985,3753,524,579,533,480,495,665,881,627,808,102,1422,370,569,2310,2240,2962,3036,796,1271,1656,2828,810,2128,1680
